"PrimaryKey","YearVisited","Shape","geometry"
"CA_ELFO_BeckF_2022_Beckwourth05_V22023-09-01",2023,c(-2021381.44389692, 540946.555449871),c(NA, NA)
"WY_WFO_LUP_2022_WFO2022-046_V22023-09-01",2023,c(-942744.674062187, 766690.816664035),c(NA, NA)
"2023625203413B2",2023,c(-1837583.49321837, -338476.489452351),c(NA, NA)
"NM_TFO_LUP_2021_TC-NR-018_V12023-09-01",2023,c(-875759.505439932, -38757.4386635526),c(NA, NA)
"2023327104118B3",2023,c(-1558578.91230265, 608205.027625617),c(NA, NA)
"20234125242407B2",2023,c(-1902399.13039374, 912144.011344972),c(NA, NA)
"CO_KFO_LUP_2021_KFO2021-108_V22023-09-01",2023,c(-870607.313973139, 430911.079856721),c(NA, NA)
"20233223202018B2",2023,c(-1787181.86655457, 248150.32992985),c(NA, NA)
"ID_BUFO_LUP_2021_SEED-101_V12023-09-01",2023,c(-1522658.78230802, 702942.735588816),c(NA, NA)
"CA_AGFO_Mosq_2023_Mosquito1-12_V12023-09-01",2023,c(-1935726.87424155, 733949.347304248),c(NA, NA)
"2023413202010B2",2023,c(-1534416.00154709, -361316.080210282),c(NA, NA)
"NM_SFO_LUP_2020_SAND-359_V12023-09-01",2023,c(-991935.754737204, -281622.135863832),c(NA, NA)
"MT_DFO_WTRSHD_2023_SC-042_V12023-09-01",2023,c(-1291212.14636734, 931695.261442064),c(NA, NA)
"MT_SDFO_Fuels_2023_ExemptionArea-06_V12023-09-01",2023,c(-612913.281921701, 789602.005457121),c(NA, NA)
"UT_SGFO_LUP_2022_SGFO2022-080_V12023-09-01",2023,c(-1568705.56682023, 124676.50651812),c(NA, NA)
"CO_WRFO_LUP_2021_WRFO2021-157_V22023-09-01",2023,c(-1085085.22632773, 320474.496589248),c(NA, NA)
"OR_VADO_Fuels_2023_BH-2023-ST-PS-01_V12023-09-01",2023,c(-1683018.91225007, 980519.691913235),c(NA, NA)
"20235637100302B1",2023,c(-1044096.86909622, 467638.922517691),c(NA, NA)
"UT_RFO_LUP_2023_RFO2023-036_V12023-09-01",2023,c(-1273601.07883962, 175505.258551278),c(NA, NA)
"CO_KFO_LUP_2021_KFO2021-145_V12023-09-01",2023,c(-832001.935060341, 333733.02513657),c(NA, NA)
"2023327202219B1",2023,c(-1538197.67314374, 458112.461384898),c(NA, NA)
"20234125313201B2",2023,c(-1822696.00327947, 823983.159845096),c(NA, NA)
"MT_BFO_AIMLite_2023_Ellis_Basin_V12023-09-01",2023,c(-1154397.69458984, 958959.943446705),c(NA, NA)
"CA_CDCA_LUP_2022_CRCD2022-150_V12023-09-01",2023,c(-1958955.51269672, -43247.2537874339),c(NA, NA)
"ID_OFO_AIMTrend_2023_04S03W19_V12023-09-01",2023,c(-1666498.28388479, 804558.941611398),c(NA, NA)
"CA_NCDO_LUP_2019_WallCanyonWest334_V22023-09-01",2023,c(-1953703.28997031, 667924.8478128),c(NA, NA)
"AZ_KFO_LUP_2021_KFO2021-071_V12023-09-01",2023,c(-1606013.99288461, -175898.003534011),c(NA, NA)
"UT_MFO_LUP_2019_MSHWMS-312_V12023-09-01",2023,c(-1182963.45805061, 104632.257970051),c(NA, NA)
"20231643103110B2",2023,c(-1251796.48545634, 835856.659881966),c(NA, NA)
"20235623107208B2",2023,c(-1184892.39424222, 579430.044194523),c(NA, NA)
"2023323201203B2",2023,c(-1695671.89514534, -73334.7636300656),c(NA, NA)
"CO_WRFO_LUP_2021_WRFO2021-NR-038_V12023-09-01",2023,c(-1035673.69655343, 307167.738175921),c(NA, NA)
"ID_CHFO_LUP_2023_CHFO2023-030_V22023-09-01",2023,c(-1413279.2436507, 950608.531702905),c(NA, NA)
"2023563102211B1",2023,c(-949475.084212102, 850476.574707125),c(NA, NA)
"UT_CoCDO_HAF_2018_SH-288_V12023-09-01",2023,c(-1383611.27732483, 173486.832928793),c(NA, NA)
"CO_CRVFO_LHA_2023_8334-02_V12023-09-01",2023,c(-947320.788964887, 263776.238758612),c(NA, NA)
"20231675201014B2",2023,c(-1654271.65790509, 897348.183625028),c(NA, NA)
"20234145313802B1",2023,c(-1771522.64793543, 810150.329171763),c(NA, NA)
"MT_NCMD_LUP_2022_PB-170_V12023-09-01",2023,c(-801058.252904943, 1263479.06262645),c(NA, NA)
"NM_LCDO_LUP_MIMBRES_2019_MIMB-179_V12023-09-01",2023,c(-1144662.36896886, -536211.271721372),c(NA, NA)
"ID_OFO_AIMTrend_2023_07S05W12_V12023-09-01",2023,c(-1683224.38347224, 783083.042911323),c(NA, NA)
"OR_WFO_ESR_2023_RG-428_V32023-09-01",2023,c(-1760496.30523224, 1389460.62115946),c(NA, NA)
"AZ_TFO_LUP_2020_IRW-087_V12023-09-01",2023,c(-1436073.68612104, -473344.901494472),c(NA, NA)
"2023885201110B1",2023,c(-1097361.5863515, 150775.635155869),c(NA, NA)
"20231663101612B2",2023,c(-1434421.59407532, 768803.898040933),c(NA, NA)
"WY_RSFO_LUP_2023_RSFO2023-042_V22023-09-01",2023,c(-1074657.66259527, 607207.95355813),c(NA, NA)
"UT_CoCDO_INTS_HPV_2023_Hamlin_PineValley2023-21_V12023-09-01",2023,c(-1541529.00845259, 230061.782541347),c(NA, NA)
"CO_SWDO_ESR_2022_SieberSeeded-53_V32023-09-01",2023,c(-1105670.65265832, 248676.396598154),c(NA, NA)
"CA_NCDO_LUP_2019_EastBaldMountain304_V22023-09-01",2023,c(-2038306.26995463, 582757.123614051),c(NA, NA)
"23053010053710802023-09-01",2023,c(-785334.361231369, 870035.272570248),c(NA, NA)
"20234917203606B1",2023,c(-1279538.5699275, 109571.212420693),c(NA, NA)
"CO_RGFO_LUP_2022_FO-NR-007_V12023-09-01",2023,c(-786437.839059655, 159981.287048947),c(NA, NA)
"ID_BDO_TriStateFuels_2023_FY23-086_V12023-09-01",2023,c(-1612930.36565312, 710901.046471856),c(NA, NA)
"OR_BUDO_2021_BDO2021-NR-052_V12023-09-01",2023,c(-1835223.42192555, 800982.621452227),c(NA, NA)
"MT_NCMD_LUP_2022_SEP-592_V12023-09-01",2023,c(-953288.960995643, 1123282.33481771),c(NA, NA)
"NM_SFO_LUP_2020_FUP-174_V12023-09-01",2023,c(-1067629.14954762, -333424.910740806),c(NA, NA)
"ID_CHFO_LUP_2023_CHFO2023-015_V22023-09-01",2023,c(-1400191.87232782, 894367.225812709),c(NA, NA)
"WY_NFO_LUP_2022_NFO2022-NR-060_V12023-09-01",2023,c(-666002.473474198, 653051.561179493),c(NA, NA)
"AZ_TFO_RANGE_2023_TB-083_V22023-09-01",2023,c(-1331312.16607972, -547484.661825663),c(NA, NA)
"NM_FFO_LUP_2020_LOAM-235_V12023-09-01",2023,c(-1041224.70082216, -64784.1238919118),c(NA, NA)
"UT_WDDO_HAF_2022_WDDOHAF2022-041_V12023-09-01",2023,c(-1441328.75325759, 631526.879975828),c(NA, NA)
"WY_RSFO_RC_2023_RSFO2023-RC-3-05_V12023-09-01",2023,c(-1099456.96241406, 477978.423528209),c(NA, NA)
"20234923202101B1",2023,c(-1400290.42482654, 366319.414383652),c(NA, NA)
"UT_PFO_LUP_2023_PFO2023-NR-019_V12023-09-01",2023,c(-1238246.92764262, 210448.117093828),c(NA, NA)
"CA_NCDO_LUP_2019_NORCALRVOS2004_V12023-09-01",2023,c(-2068046.33626013, 762608.310538941),c(NA, NA)
"20235625109003B1",2023,c(-922968.098107343, 701375.983090019),c(NA, NA)
"CA_BKFO_ESR_2023_FrenchUnburned-24_V12023-09-01",2023,c(-2000167.49906999, 37830.0740276178),c(NA, NA)
"CO_SLVFO_LUP_2020_HILL-026_V22023-09-01",2023,c(-862302.956502603, -11358.5944887314),c(NA, NA)
"ID_JFO_LUP_2023_BSWM2023-NR-001_V12023-09-01",2023,c(-1586641.57388442, 671945.03789024),c(NA, NA)
"20234137272023B1",2023,c(-1941682.29432642, 889587.518176438),c(NA, NA)
"CO_LSFO_LUP_2021_LSFO2021-091_V22023-09-01",2023,c(-964580.591971712, 432736.485049198),c(NA, NA)
"CA_BIFO_LUP_2023_BIFO2023-002_V22023-09-01",2023,c(-1944108.18699051, 267966.324969221),c(NA, NA)
"20234145404829B1",2023,c(-1721376.09659779, 703121.696076582),c(NA, NA)
"20234137402813B2",2023,c(-1901301.67144124, 749853.336193964),c(NA, NA)
"AZ_LSFO_RANGE_2023_B-GU-1_V12023-09-01",2023,c(-1519834.79906727, -353410.650858026),c(NA, NA)
"NM_RFO_FUELS_TRGT_2023_GarciaFlatsTreated_V12023-09-01",2023,c(-779904.169705751, -398326.654632648),c(NA, NA)
"MT_DFO_WTRSHD_2023_SC-040_V12023-09-01",2023,c(-1285902.39289481, 920965.031671075),c(NA, NA)
"MT_SDFO_LUP_2022_SDFO2022-097_V12023-09-01",2023,c(-497091.938148797, 883467.377398133),c(NA, NA)
"AZ_ASDO_LUP_2021_ASDO2021-152_V12023-09-01",2023,c(-1544665.05025056, 63746.797821192),c(NA, NA)
"CO_WRFO_LUP_2021_WRFO2021-127_V22023-09-01",2023,c(-1057691.5146793, 370703.888497414),c(NA, NA)
"OR_BAFO_2021_BFO2021-023_V12023-09-01",2023,c(-1657487.50786158, 985148.099860304),c(NA, NA)
"ID_USFO_LUP_2023_USFO2023-007_V22023-09-01",2023,c(-1243401.01747571, 866226.351308187),c(NA, NA)
"UT_CoCDO_HAF_2018_SH-277_V12023-09-01",2023,c(-1477999.40335734, 192625.735735835),c(NA, NA)
"CO_KFO_LUP_2021_KFO2021-NR-029_V12023-09-01",2023,c(-864663.188214252, 417359.200304603),c(NA, NA)
"2023327100419B1",2023,c(-1656291.2990186, 514031.459478042),c(NA, NA)
